c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
-0.055,0.428,-0.163,-0.014,0.03,-0.546,0.64,-0.191,0.025,0.005,0.614,-0.156,0.03,-0.054,0.091,-0.593,-0.095,-0.014,-0.088,0.04,-0.467,-0.944,-0.142,-0.021,-0.095
-0.018,0.382,-0.161,-0.018,0.033,-0.511,0.637,-0.191,0.009,-0.003,0.6,-0.127,0.037,-0.051,0.085,-0.563,-0.066,-0.026,-0.087,0.043,-0.45,-0.95,-0.139,-0.018,-0.095
0.014,0.344,-0.166,-0.018,0.035,-0.481,0.628,-0.191,0.004,-0.011,0.579,-0.105,0.039,-0.041,0.084,-0.536,-0.039,-0.031,-0.084,0.051,-0.428,-0.951,-0.128,-0.019,-0.103
0.039,0.302,-0.165,-0.019,0.032,-0.449,0.623,-0.191,-0.004,-0.016,0.563,-0.077,0.037,-0.036,0.087,-0.508,-0.015,-0.041,-0.081,0.048,-0.405,-0.95,-0.123,-0.015,-0.101
0.07,0.257,-0.166,-0.019,0.025,-0.411,0.614,-0.192,-0.014,-0.019,0.538,-0.051,0.041,-0.03,0.095,-0.477,0.018,-0.046,-0.074,0.045,-0.377,-0.953,-0.114,-0.018,-0.104
0.102,0.21,-0.168,-0.018,0.024,-0.371,0.602,-0.194,-0.018,-0.017,0.517,-0.022,0.039,-0.027,0.094,-0.446,0.043,-0.053,-0.069,0.051,-0.352,-0.943,-0.105,-0.016,-0.1
0.131,0.165,-0.171,-0.018,0.021,-0.333,0.584,-0.189,-0.029,-0.025,0.491,0.006,0.041,-0.024,0.087,-0.407,0.07,-0.059,-0.061,0.054,-0.33,-0.936,-0.096,-0.016,-0.097
0.162,0.125,-0.167,-0.015,0.025,-0.291,0.565,-0.191,-0.037,-0.03,0.465,0.033,0.047,-0.019,0.088,-0.377,0.097,-0.063,-0.061,0.059,-0.304,-0.928,-0.09,-0.017,-0.101
0.19,0.079,-0.16,-0.018,0.019,-0.254,0.549,-0.184,-0.04,-0.033,0.438,0.057,0.048,-0.019,0.089,-0.345,0.122,-0.067,-0.057,0.059,-0.277,-0.91,-0.076,-0.014,-0.096
0.217,0.03,-0.163,-0.021,0.015,-0.215,0.531,-0.181,-0.054,-0.029,0.415,0.078,0.051,-0.02,0.086,-0.316,0.151,-0.076,-0.052,0.054,-0.25,-0.897,-0.062,-0.009,-0.095
0.238,-0.011,-0.16,-0.021,0.011,-0.181,0.508,-0.176,-0.059,-0.03,0.388,0.101,0.049,-0.018,0.089,-0.284,0.173,-0.083,-0.043,0.05,-0.223,-0.884,-0.05,-0.013,-0.096
0.267,-0.061,-0.15,-0.024,0.009,-0.137,0.485,-0.174,-0.072,-0.032,0.362,0.13,0.048,-0.015,0.092,-0.245,0.199,-0.094,-0.044,0.05,-0.193,-0.867,-0.043,-0.012,-0.086
0.298,-0.108,-0.15,-0.024,0.003,-0.089,0.458,-0.169,-0.078,-0.031,0.333,0.152,0.049,-0.009,0.093,-0.212,0.227,-0.095,-0.037,0.051,-0.163,-0.846,-0.033,-0.007,-0.086
0.324,-0.155,-0.143,-0.027,0.002,-0.053,0.435,-0.166,-0.082,-0.034,0.305,0.177,0.044,-0.006,0.091,-0.179,0.253,-0.101,-0.039,0.05,-0.135,-0.821,-0.022,0.002,-0.088
0.343,-0.193,-0.137,-0.029,0.001,-0.011,0.412,-0.161,-0.093,-0.041,0.278,0.197,0.045,-0.001,0.094,-0.144,0.277,-0.108,-0.033,0.048,-0.108,-0.793,-0.014,0.011,-0.087
0.364,-0.23,-0.135,-0.028,0,0.035,0.388,-0.157,-0.101,-0.043,0.25,0.219,0.046,0.001,0.096,-0.114,0.298,-0.112,-0.035,0.041,-0.08,-0.765,-0.009,0.029,-0.083
0.383,-0.28,-0.129,-0.028,-0.005,0.072,0.367,-0.147,-0.115,-0.049,0.221,0.24,0.041,0.002,0.094,-0.073,0.321,-0.115,-0.029,0.042,-0.05,-0.739,0.008,0.048,-0.078
0.403,-0.318,-0.122,-0.026,0,0.112,0.338,-0.142,-0.122,-0.049,0.189,0.261,0.037,0.01,0.088,-0.038,0.342,-0.119,-0.029,0.043,-0.02,-0.714,0.02,0.069,-0.081
0.425,-0.354,-0.121,-0.024,0.003,0.147,0.309,-0.135,-0.126,-0.055,0.155,0.287,0.035,0.016,0.088,0.004,0.357,-0.121,-0.027,0.046,0.011,-0.687,0.027,0.088,-0.075
0.442,-0.386,-0.119,-0.024,0.001,0.188,0.279,-0.133,-0.131,-0.057,0.125,0.306,0.037,0.021,0.092,0.044,0.378,-0.125,-0.028,0.046,0.045,-0.647,0.037,0.115,-0.07
0.456,-0.421,-0.117,-0.023,-0.007,0.223,0.251,-0.124,-0.135,-0.062,0.098,0.322,0.038,0.026,0.089,0.079,0.393,-0.125,-0.019,0.045,0.071,-0.609,0.048,0.145,-0.069
0.468,-0.458,-0.109,-0.024,-0.01,0.257,0.22,-0.119,-0.147,-0.073,0.068,0.337,0.037,0.027,0.084,0.119,0.409,-0.131,-0.021,0.046,0.101,-0.571,0.058,0.171,-0.063
0.481,-0.492,-0.102,-0.019,-0.015,0.297,0.192,-0.11,-0.153,-0.079,0.044,0.35,0.038,0.031,0.081,0.156,0.42,-0.135,-0.011,0.041,0.124,-0.531,0.062,0.198,-0.058
0.496,-0.525,-0.094,-0.02,-0.017,0.326,0.162,-0.104,-0.156,-0.083,0.007,0.368,0.04,0.033,0.078,0.189,0.437,-0.14,-0.012,0.042,0.152,-0.497,0.073,0.221,-0.057
0.511,-0.564,-0.085,-0.022,-0.02,0.354,0.134,-0.094,-0.161,-0.086,-0.024,0.38,0.039,0.039,0.072,0.222,0.455,-0.146,-0.004,0.043,0.179,-0.458,0.089,0.241,-0.053
0.523,-0.588,-0.082,-0.024,-0.025,0.385,0.102,-0.085,-0.161,-0.084,-0.05,0.392,0.039,0.049,0.069,0.251,0.469,-0.15,0.001,0.039,0.202,-0.419,0.096,0.257,-0.044
0.53,-0.618,-0.075,-0.022,-0.029,0.422,0.075,-0.076,-0.166,-0.085,-0.08,0.401,0.04,0.052,0.07,0.287,0.479,-0.158,0.005,0.035,0.225,-0.376,0.102,0.278,-0.04
0.536,-0.646,-0.063,-0.023,-0.032,0.454,0.044,-0.069,-0.168,-0.084,-0.109,0.412,0.042,0.055,0.063,0.319,0.488,-0.161,0.008,0.031,0.246,-0.338,0.112,0.298,-0.038
0.548,-0.677,-0.051,-0.024,-0.032,0.485,0.014,-0.059,-0.167,-0.084,-0.144,0.424,0.039,0.058,0.057,0.346,0.498,-0.16,0.01,0.028,0.271,-0.3,0.126,0.316,-0.039
0.55,-0.693,-0.042,-0.025,-0.025,0.514,-0.013,-0.053,-0.168,-0.086,-0.173,0.437,0.035,0.061,0.051,0.373,0.506,-0.159,0.007,0.024,0.29,-0.259,0.136,0.331,-0.035
0.553,-0.706,-0.035,-0.025,-0.023,0.543,-0.037,-0.042,-0.169,-0.082,-0.202,0.443,0.036,0.064,0.047,0.401,0.512,-0.163,0.015,0.017,0.309,-0.223,0.144,0.348,-0.037
0.556,-0.723,-0.03,-0.026,-0.024,0.567,-0.065,-0.035,-0.176,-0.083,-0.235,0.449,0.04,0.062,0.043,0.427,0.52,-0.159,0.017,0.014,0.327,-0.184,0.156,0.364,-0.031
0.557,-0.74,-0.019,-0.019,-0.025,0.595,-0.094,-0.023,-0.176,-0.078,-0.26,0.454,0.043,0.067,0.041,0.455,0.521,-0.157,0.022,0.01,0.347,-0.138,0.16,0.38,-0.027
0.553,-0.756,-0.012,-0.021,-0.026,0.623,-0.122,-0.015,-0.177,-0.081,-0.286,0.462,0.041,0.067,0.04,0.488,0.52,-0.154,0.022,0.008,0.369,-0.097,0.171,0.395,-0.026
0.55,-0.769,-0.007,-0.02,-0.028,0.648,-0.152,-0.007,-0.178,-0.081,-0.31,0.464,0.037,0.064,0.036,0.514,0.516,-0.151,0.025,0.01,0.386,-0.047,0.177,0.409,-0.025
0.551,-0.781,-0.002,-0.021,-0.027,0.67,-0.183,0.002,-0.174,-0.085,-0.333,0.468,0.037,0.063,0.027,0.534,0.511,-0.147,0.031,0.009,0.408,-0.003,0.182,0.417,-0.017
0.549,-0.794,0.007,-0.02,-0.027,0.692,-0.208,0.01,-0.176,-0.085,-0.359,0.464,0.029,0.065,0.023,0.552,0.511,-0.145,0.036,0.008,0.425,0.046,0.184,0.43,-0.011
0.535,-0.801,0.014,-0.016,-0.029,0.71,-0.234,0.019,-0.18,-0.083,-0.379,0.46,0.03,0.072,0.018,0.574,0.507,-0.141,0.043,0.007,0.437,0.092,0.187,0.44,-0.006
0.528,-0.808,0.021,-0.013,-0.034,0.725,-0.263,0.03,-0.179,-0.073,-0.401,0.455,0.029,0.069,0.014,0.59,0.499,-0.137,0.052,0.002,0.451,0.138,0.187,0.447,-0.005
0.519,-0.817,0.03,-0.01,-0.038,0.739,-0.286,0.04,-0.179,-0.07,-0.421,0.455,0.026,0.069,0.011,0.603,0.493,-0.126,0.058,0.002,0.463,0.187,0.194,0.455,0.002
0.508,-0.82,0.042,-0.008,-0.036,0.751,-0.315,0.054,-0.174,-0.066,-0.438,0.454,0.02,0.074,0.006,0.618,0.485,-0.128,0.06,0.004,0.475,0.232,0.202,0.461,0.01
0.499,-0.816,0.048,-0.012,-0.037,0.766,-0.339,0.063,-0.168,-0.066,-0.454,0.452,0.016,0.071,-0.001,0.63,0.47,-0.127,0.061,0,0.484,0.274,0.206,0.467,0.022
0.483,-0.812,0.057,-0.01,-0.036,0.774,-0.365,0.07,-0.163,-0.059,-0.473,0.443,0.009,0.073,-0.007,0.634,0.464,-0.125,0.063,-0.001,0.49,0.32,0.204,0.473,0.035
0.47,-0.808,0.069,-0.011,-0.033,0.783,-0.385,0.082,-0.159,-0.059,-0.489,0.441,0.008,0.07,-0.007,0.647,0.452,-0.122,0.065,-0.006,0.501,0.356,0.201,0.48,0.049
0.455,-0.797,0.076,-0.008,-0.038,0.788,-0.4,0.085,-0.16,-0.054,-0.499,0.432,0.008,0.068,-0.011,0.657,0.441,-0.118,0.064,-0.006,0.502,0.391,0.204,0.483,0.065
0.437,-0.787,0.079,-0.004,-0.035,0.79,-0.415,0.093,-0.151,-0.049,-0.508,0.422,0.007,0.066,-0.014,0.66,0.426,-0.111,0.066,-0.007,0.505,0.422,0.206,0.483,0.085
0.424,-0.778,0.085,0.005,-0.037,0.793,-0.428,0.103,-0.143,-0.048,-0.515,0.416,0,0.062,-0.016,0.663,0.412,-0.108,0.066,-0.008,0.509,0.456,0.203,0.482,0.107
0.406,-0.767,0.091,0.009,-0.034,0.798,-0.444,0.108,-0.141,-0.052,-0.523,0.404,-0.005,0.061,-0.021,0.668,0.403,-0.106,0.065,-0.006,0.516,0.485,0.202,0.482,0.13
0.392,-0.755,0.097,0.01,-0.031,0.796,-0.463,0.114,-0.132,-0.052,-0.529,0.388,-0.003,0.06,-0.029,0.674,0.387,-0.104,0.063,-0.005,0.52,0.52,0.193,0.479,0.157
0.369,-0.74,0.101,0.016,-0.028,0.792,-0.476,0.116,-0.125,-0.047,-0.535,0.374,-0.006,0.058,-0.033,0.674,0.367,-0.094,0.063,-0.003,0.519,0.548,0.186,0.474,0.18
0.346,-0.722,0.105,0.024,-0.028,0.787,-0.487,0.12,-0.121,-0.046,-0.541,0.355,-0.008,0.059,-0.037,0.672,0.353,-0.083,0.065,-0.005,0.517,0.575,0.186,0.472,0.203
0.327,-0.703,0.107,0.028,-0.028,0.775,-0.495,0.126,-0.115,-0.043,-0.543,0.341,-0.01,0.057,-0.039,0.673,0.331,-0.075,0.068,-0.012,0.51,0.6,0.18,0.465,0.226
0.304,-0.682,0.106,0.028,-0.027,0.766,-0.499,0.124,-0.111,-0.037,-0.541,0.319,-0.013,0.058,-0.049,0.667,0.31,-0.066,0.062,-0.013,0.504,0.627,0.178,0.456,0.25
0.281,-0.664,0.112,0.03,-0.025,0.756,-0.511,0.138,-0.102,-0.035,-0.544,0.303,-0.015,0.057,-0.052,0.655,0.296,-0.056,0.065,-0.02,0.502,0.654,0.175,0.449,0.268
0.255,-0.638,0.117,0.033,-0.033,0.747,-0.522,0.142,-0.097,-0.034,-0.548,0.286,-0.016,0.057,-0.059,0.648,0.28,-0.049,0.068,-0.022,0.496,0.682,0.174,0.439,0.287
0.23,-0.611,0.123,0.029,-0.037,0.73,-0.532,0.14,-0.084,-0.035,-0.549,0.264,-0.016,0.056,-0.062,0.636,0.257,-0.038,0.068,-0.022,0.478,0.707,0.171,0.431,0.311
0.207,-0.583,0.124,0.029,-0.039,0.711,-0.536,0.147,-0.077,-0.028,-0.547,0.247,-0.012,0.058,-0.065,0.625,0.231,-0.032,0.072,-0.03,0.466,0.729,0.166,0.418,0.333
0.178,-0.554,0.124,0.03,-0.039,0.697,-0.539,0.15,-0.07,-0.027,-0.541,0.234,-0.02,0.054,-0.062,0.609,0.209,-0.026,0.071,-0.031,0.451,0.746,0.167,0.4,0.353
0.155,-0.522,0.126,0.028,-0.043,0.679,-0.54,0.157,-0.062,-0.024,-0.535,0.214,-0.021,0.053,-0.064,0.596,0.186,-0.019,0.065,-0.039,0.44,0.762,0.163,0.384,0.369
0.128,-0.489,0.13,0.028,-0.039,0.656,-0.537,0.158,-0.052,-0.019,-0.529,0.194,-0.023,0.048,-0.066,0.576,0.166,-0.013,0.067,-0.039,0.424,0.771,0.155,0.367,0.386
0.105,-0.452,0.138,0.03,-0.042,0.639,-0.534,0.157,-0.04,-0.016,-0.522,0.173,-0.018,0.044,-0.071,0.555,0.144,-0.006,0.064,-0.032,0.411,0.779,0.15,0.347,0.4
0.079,-0.416,0.142,0.032,-0.041,0.611,-0.54,0.166,-0.032,-0.013,-0.514,0.157,-0.019,0.044,-0.068,0.532,0.126,0.003,0.069,-0.029,0.393,0.783,0.147,0.33,0.413
0.049,-0.382,0.141,0.031,-0.044,0.588,-0.536,0.162,-0.026,-0.008,-0.507,0.14,-0.018,0.041,-0.065,0.511,0.096,0.009,0.067,-0.029,0.373,0.79,0.142,0.306,0.426
0.024,-0.345,0.144,0.035,-0.042,0.554,-0.529,0.169,-0.019,-0.003,-0.49,0.123,-0.022,0.035,-0.068,0.493,0.071,0.014,0.066,-0.031,0.355,0.79,0.129,0.287,0.436
-0.003,-0.308,0.137,0.039,-0.036,0.527,-0.519,0.171,-0.016,0.003,-0.473,0.103,-0.024,0.031,-0.072,0.467,0.049,0.026,0.068,-0.033,0.348,0.787,0.119,0.267,0.447
-0.026,-0.275,0.137,0.043,-0.038,0.499,-0.514,0.17,-0.009,0.006,-0.457,0.08,-0.031,0.025,-0.073,0.439,0.027,0.039,0.071,-0.03,0.327,0.787,0.114,0.248,0.457
-0.053,-0.234,0.141,0.049,-0.035,0.47,-0.5,0.173,0.002,0.012,-0.446,0.054,-0.032,0.022,-0.077,0.413,0.002,0.048,0.08,-0.031,0.31,0.781,0.105,0.229,0.466
-0.081,-0.195,0.139,0.049,-0.032,0.447,-0.487,0.169,0.01,0.015,-0.426,0.034,-0.033,0.019,-0.08,0.387,-0.025,0.05,0.085,-0.025,0.285,0.777,0.095,0.208,0.473
-0.102,-0.154,0.137,0.044,-0.035,0.427,-0.483,0.168,0.018,0.015,-0.404,0.016,-0.038,0.016,-0.081,0.366,-0.049,0.059,0.087,-0.022,0.267,0.775,0.089,0.186,0.478
-0.128,-0.118,0.135,0.045,-0.029,0.406,-0.474,0.171,0.02,0.018,-0.384,-0.009,-0.043,0.015,-0.078,0.335,-0.071,0.065,0.095,-0.028,0.25,0.767,0.078,0.166,0.479
-0.153,-0.08,0.137,0.05,-0.034,0.395,-0.455,0.166,0.029,0.018,-0.366,-0.028,-0.043,0.013,-0.081,0.308,-0.093,0.075,0.099,-0.031,0.231,0.757,0.067,0.147,0.479
-0.178,-0.04,0.132,0.053,-0.026,0.377,-0.44,0.163,0.039,0.022,-0.345,-0.058,-0.047,0.011,-0.082,0.278,-0.115,0.078,0.109,-0.033,0.214,0.746,0.051,0.131,0.484
-0.197,-0.002,0.126,0.05,-0.02,0.373,-0.425,0.155,0.047,0.024,-0.33,-0.08,-0.047,0.016,-0.082,0.247,-0.134,0.091,0.112,-0.037,0.191,0.738,0.043,0.11,0.489
-0.216,0.033,0.131,0.05,-0.017,0.368,-0.412,0.154,0.052,0.03,-0.309,-0.097,-0.048,0.013,-0.081,0.218,-0.156,0.091,0.117,-0.037,0.166,0.726,0.037,0.085,0.488
-0.236,0.071,0.128,0.049,-0.01,0.359,-0.396,0.147,0.061,0.031,-0.286,-0.115,-0.048,0.012,-0.081,0.188,-0.176,0.091,0.12,-0.036,0.147,0.71,0.024,0.057,0.487
-0.258,0.106,0.122,0.043,-0.008,0.354,-0.38,0.139,0.065,0.037,-0.262,-0.13,-0.045,0.016,-0.079,0.16,-0.197,0.097,0.122,-0.037,0.125,0.695,0.012,0.035,0.48
-0.272,0.142,0.121,0.042,-0.002,0.348,-0.361,0.134,0.072,0.041,-0.246,-0.15,-0.048,0.017,-0.074,0.129,-0.21,0.107,0.13,-0.04,0.105,0.674,0,0.013,0.479
-0.291,0.173,0.119,0.043,0,0.337,-0.336,0.128,0.079,0.046,-0.229,-0.169,-0.05,0.019,-0.074,0.094,-0.231,0.108,0.132,-0.047,0.077,0.653,-0.012,-0.006,0.472
-0.308,0.206,0.114,0.042,0.002,0.329,-0.312,0.122,0.086,0.052,-0.21,-0.187,-0.052,0.016,-0.073,0.064,-0.251,0.11,0.136,-0.044,0.054,0.633,-0.02,-0.03,0.472
-0.323,0.239,0.11,0.049,0.003,0.318,-0.289,0.118,0.094,0.057,-0.186,-0.207,-0.052,0.012,-0.073,0.036,-0.269,0.105,0.142,-0.045,0.032,0.61,-0.03,-0.056,0.466
-0.336,0.273,0.105,0.051,0.002,0.305,-0.268,0.11,0.097,0.058,-0.162,-0.218,-0.053,0.013,-0.07,0.006,-0.282,0.112,0.142,-0.04,0.003,0.586,-0.032,-0.078,0.455
-0.356,0.303,0.108,0.045,0.006,0.295,-0.247,0.101,0.098,0.062,-0.133,-0.235,-0.05,0.006,-0.062,-0.025,-0.302,0.108,0.149,-0.034,-0.017,0.555,-0.042,-0.097,0.444
-0.371,0.336,0.097,0.044,0.008,0.283,-0.222,0.095,0.108,0.063,-0.107,-0.253,-0.052,0,-0.063,-0.05,-0.319,0.111,0.157,-0.033,-0.038,0.523,-0.052,-0.116,0.424
-0.386,0.371,0.092,0.043,0.003,0.277,-0.191,0.093,0.118,0.066,-0.086,-0.268,-0.056,-0.002,-0.06,-0.079,-0.336,0.113,0.158,-0.035,-0.061,0.492,-0.057,-0.132,0.41
-0.399,0.399,0.087,0.045,0.002,0.265,-0.163,0.091,0.126,0.064,-0.062,-0.284,-0.058,-0.012,-0.059,-0.111,-0.347,0.113,0.158,-0.038,-0.078,0.46,-0.064,-0.149,0.399
-0.413,0.426,0.078,0.045,-0.001,0.252,-0.142,0.081,0.131,0.061,-0.034,-0.3,-0.053,-0.018,-0.057,-0.143,-0.359,0.113,0.161,-0.039,-0.1,0.429,-0.067,-0.161,0.383
-0.425,0.449,0.071,0.047,0.001,0.239,-0.115,0.075,0.132,0.065,-0.005,-0.316,-0.047,-0.023,-0.052,-0.17,-0.369,0.114,0.161,-0.033,-0.117,0.397,-0.074,-0.18,0.372
-0.439,0.479,0.06,0.045,0.003,0.225,-0.096,0.064,0.137,0.063,0.027,-0.326,-0.043,-0.024,-0.055,-0.196,-0.382,0.11,0.163,-0.037,-0.142,0.361,-0.079,-0.199,0.352
-0.446,0.502,0.052,0.038,0.009,0.21,-0.07,0.057,0.135,0.064,0.051,-0.335,-0.04,-0.031,-0.05,-0.23,-0.388,0.115,0.164,-0.035,-0.172,0.326,-0.085,-0.214,0.332
-0.453,0.525,0.049,0.035,0.01,0.199,-0.049,0.056,0.141,0.064,0.076,-0.346,-0.039,-0.035,-0.05,-0.257,-0.4,0.117,0.163,-0.033,-0.189,0.288,-0.096,-0.227,0.319
-0.456,0.547,0.035,0.039,0.009,0.184,-0.026,0.054,0.144,0.065,0.096,-0.357,-0.037,-0.04,-0.05,-0.281,-0.406,0.123,0.159,-0.035,-0.21,0.256,-0.099,-0.247,0.304
-0.458,0.568,0.029,0.035,0.013,0.166,0.001,0.045,0.144,0.065,0.119,-0.365,-0.034,-0.038,-0.043,-0.31,-0.41,0.118,0.151,-0.038,-0.234,0.222,-0.107,-0.265,0.292
-0.457,0.585,0.02,0.033,0.018,0.146,0.022,0.038,0.139,0.065,0.149,-0.376,-0.027,-0.046,-0.039,-0.339,-0.411,0.119,0.154,-0.033,-0.256,0.189,-0.114,-0.279,0.27
-0.456,0.604,0.014,0.034,0.023,0.127,0.04,0.027,0.135,0.067,0.175,-0.389,-0.026,-0.045,-0.034,-0.362,-0.414,0.119,0.152,-0.031,-0.278,0.15,-0.117,-0.292,0.251
-0.457,0.62,0.011,0.032,0.027,0.113,0.066,0.022,0.136,0.066,0.195,-0.391,-0.031,-0.048,-0.032,-0.382,-0.42,0.116,0.147,-0.027,-0.293,0.117,-0.125,-0.308,0.229
-0.454,0.638,0.006,0.029,0.029,0.095,0.087,0.015,0.136,0.064,0.215,-0.392,-0.036,-0.05,-0.034,-0.404,-0.424,0.117,0.147,-0.029,-0.308,0.082,-0.135,-0.321,0.204
-0.447,0.646,0.007,0.026,0.026,0.076,0.108,0.011,0.137,0.065,0.229,-0.394,-0.039,-0.053,-0.027,-0.426,-0.419,0.121,0.141,-0.023,-0.324,0.048,-0.142,-0.328,0.185
-0.442,0.656,0.001,0.023,0.028,0.062,0.131,0.004,0.14,0.066,0.251,-0.4,-0.043,-0.05,-0.021,-0.442,-0.426,0.117,0.134,-0.023,-0.338,0.01,-0.144,-0.338,0.167
-0.436,0.66,-0.006,0.019,0.024,0.044,0.159,-0.004,0.139,0.063,0.272,-0.402,-0.04,-0.052,-0.017,-0.462,-0.425,0.116,0.128,-0.023,-0.353,-0.023,-0.153,-0.353,0.144
-0.434,0.669,-0.01,0.018,0.026,0.027,0.18,-0.014,0.141,0.059,0.294,-0.396,-0.042,-0.052,-0.012,-0.477,-0.42,0.111,0.126,-0.018,-0.368,-0.064,-0.155,-0.36,0.122
-0.429,0.672,-0.015,0.017,0.022,0.013,0.199,-0.021,0.139,0.058,0.309,-0.395,-0.041,-0.055,-0.01,-0.49,-0.418,0.115,0.124,-0.016,-0.379,-0.097,-0.161,-0.367,0.099
-0.429,0.675,-0.019,0.012,0.028,-0.006,0.223,-0.029,0.141,0.056,0.323,-0.39,-0.038,-0.051,-0.006,-0.5,-0.414,0.106,0.111,-0.017,-0.389,-0.137,-0.163,-0.376,0.079
-0.42,0.673,-0.021,0.007,0.026,-0.017,0.242,-0.038,0.144,0.053,0.339,-0.381,-0.033,-0.048,-0.003,-0.514,-0.413,0.104,0.105,-0.011,-0.399,-0.165,-0.171,-0.382,0.057
-0.413,0.668,-0.032,0.004,0.025,-0.039,0.261,-0.046,0.143,0.058,0.354,-0.373,-0.024,-0.05,0.002,-0.526,-0.403,0.103,0.097,-0.009,-0.404,-0.204,-0.172,-0.387,0.036
-0.404,0.663,-0.039,-0.004,0.023,-0.05,0.281,-0.056,0.136,0.058,0.373,-0.365,-0.017,-0.049,0.004,-0.533,-0.395,0.099,0.09,-0.005,-0.413,-0.238,-0.168,-0.393,0.015
-0.391,0.659,-0.052,-0.005,0.023,-0.063,0.306,-0.062,0.131,0.055,0.388,-0.355,-0.017,-0.055,0.01,-0.542,-0.39,0.092,0.085,-0.001,-0.417,-0.268,-0.169,-0.397,-0.012
-0.384,0.653,-0.06,-0.009,0.02,-0.078,0.328,-0.072,0.129,0.055,0.401,-0.347,-0.009,-0.056,0.013,-0.551,-0.379,0.094,0.075,0.005,-0.418,-0.297,-0.176,-0.398,-0.032
-0.376,0.647,-0.066,-0.017,0.028,-0.095,0.343,-0.077,0.122,0.053,0.411,-0.334,-0.006,-0.052,0.019,-0.552,-0.367,0.086,0.07,0.003,-0.423,-0.329,-0.173,-0.398,-0.056
-0.365,0.638,-0.074,-0.024,0.027,-0.111,0.359,-0.083,0.12,0.052,0.424,-0.333,-0.001,-0.049,0.021,-0.559,-0.36,0.076,0.064,0.005,-0.422,-0.357,-0.175,-0.399,-0.08
-0.347,0.634,-0.077,-0.024,0.028,-0.125,0.372,-0.091,0.114,0.048,0.43,-0.325,0.004,-0.048,0.026,-0.565,-0.345,0.066,0.055,0.01,-0.422,-0.388,-0.173,-0.402,-0.1
-0.33,0.623,-0.081,-0.022,0.023,-0.139,0.382,-0.097,0.107,0.047,0.438,-0.313,0.006,-0.047,0.028,-0.568,-0.333,0.068,0.055,0.013,-0.423,-0.408,-0.171,-0.393,-0.122
-0.314,0.611,-0.086,-0.025,0.019,-0.156,0.397,-0.102,0.104,0.044,0.444,-0.302,0.008,-0.048,0.028,-0.566,-0.319,0.063,0.047,0.018,-0.426,-0.437,-0.164,-0.391,-0.139
-0.292,0.603,-0.088,-0.026,0.019,-0.166,0.41,-0.102,0.1,0.041,0.449,-0.297,0.009,-0.046,0.028,-0.563,-0.305,0.059,0.042,0.021,-0.429,-0.46,-0.164,-0.391,-0.161
